date,MDB,isPartial
2011-06-24,71,False
2011-06-25,46,False
2011-06-26,60,False
2011-06-27,69,False
2011-06-28,77,False
2011-06-29,84,False
2011-06-30,74,False
2011-07-01,84,False
2011-07-02,42,False
2011-07-03,46,False
2011-07-04,90,False
2011-07-05,98,False
2011-07-06,83,False
2011-07-07,92,False
2011-07-08,79,False
2011-07-09,50,False
2011-07-10,57,False
2011-07-11,81,False
2011-07-12,84,False
2011-07-13,72,False
2011-07-14,82,False
2011-07-15,75,False
2011-07-16,52,False
2011-07-17,40,False
2011-07-18,77,False
2011-07-19,77,False
2011-07-20,82,False
2011-07-21,85,False
2011-07-22,77,False
2011-07-23,53,False
2011-07-24,53,False
2011-07-25,73,False
2011-07-26,90,False
2011-07-27,78,False
2011-07-28,92,False
2011-07-29,73,False
2011-07-30,43,False
2011-07-31,50,False
2011-08-01,61,False
2011-08-02,81,False
2011-08-03,76,False
2011-08-04,91,False
2011-08-05,80,False
2011-08-06,43,False
2011-08-07,53,False
2011-08-08,79,False
2011-08-09,76,False
2011-08-10,86,False
2011-08-11,76,False
2011-08-12,74,False
2011-08-13,54,False
2011-08-14,54,False
2011-08-15,68,False
2011-08-16,80,False
2011-08-17,73,False
2011-08-18,76,False
2011-08-19,70,False
2011-08-20,58,False
2011-08-21,59,False
2011-08-22,80,False
2011-08-23,88,False
2011-08-24,81,False
2011-08-25,83,False
2011-08-26,66,False
2011-08-27,50,False
2011-08-28,47,False
2011-08-29,75,False
2011-08-30,82,False
2011-08-31,69,False
2011-09-01,72,False
2011-09-02,65,False
2011-09-03,40,False
2011-09-04,45,False
2011-09-05,85,False
2011-09-06,64,False
2011-09-07,72,False
2011-09-08,86,False
2011-09-09,82,False
2011-09-10,54,False
2011-09-11,46,False
2011-09-12,83,False
2011-09-13,90,False
2011-09-14,91,False
2011-09-15,78,False
2011-09-16,85,False
2011-09-17,41,False
2011-09-18,56,False
2011-09-19,68,False
2011-09-20,80,False
2011-09-21,69,False
2011-09-22,90,False
2011-09-23,69,False
2011-09-24,52,False
2011-09-25,51,False
2011-09-26,80,False
2011-09-27,91,False
2011-09-28,87,False
2011-09-29,78,False
2011-09-30,90,False
2011-10-01,56,False
2011-10-02,57,False
2011-10-03,68,False
2011-10-04,79,False
2011-10-05,91,False
2011-10-06,79,False
2011-10-07,78,False
2011-10-08,59,False
2011-10-09,47,False
2011-10-10,65,False
2011-10-11,70,False
2011-10-12,80,False
2011-10-13,90,False
2011-10-14,74,False
2011-10-15,50,False
2011-10-16,46,False
2011-10-17,81,False
2011-10-18,77,False
2011-10-19,89,False
2011-10-20,74,False
2011-10-21,83,False
2011-10-22,47,False
2011-10-23,56,False
2011-10-24,72,False
2011-10-25,100,False
2011-10-26,89,False
2011-10-27,71,False
2011-10-28,70,False
2011-10-29,51,False
2011-10-30,47,False
2011-10-31,86,False
2011-11-01,71,False
2011-11-02,90,False
2011-11-03,76,False
2011-11-04,82,False
2011-11-05,52,False
2011-11-06,50,False
2011-11-07,81,False
2011-11-08,83,False
2011-11-09,88,False
2011-11-10,72,False
2011-11-11,88,False
2011-11-12,46,False
2011-11-13,43,False
2011-11-14,87,False
2011-11-15,75,False
2011-11-16,85,False
2011-11-17,77,False
2011-11-18,84,False
2011-11-19,50,False
2011-11-20,56,False
2011-11-21,75,False
2011-11-22,76,False
2011-11-23,85,False
2011-11-24,87,False
2011-11-25,75,False
2011-11-26,63,False
2011-11-27,52,False
2011-11-28,76,False
2011-11-29,77,False
2011-11-30,85,False
2011-12-01,78,False
2011-12-02,73,False
2011-12-03,44,False
2011-12-04,53,False
2011-12-05,86,False
2011-12-06,82,False
2011-12-07,80,False
2011-12-08,79,False
2011-12-09,81,False
2011-12-10,50,False
2011-12-11,51,False
2011-12-12,79,False
2011-12-13,89,False
2011-12-14,86,False
2011-12-15,79,False
2011-12-16,76,False
2011-12-17,50,False
2011-12-18,53,False
2011-12-19,76,False
2011-12-20,74,False
2011-12-21,69,False
2011-12-22,76,False
2011-12-23,63,False
2011-12-24,44,False
2011-12-25,49,False
2011-12-26,71,False
2011-12-27,77,False
2011-12-28,69,False
2011-12-29,67,False
2011-12-30,53,False
2011-12-31,41,False
2012-01-01,44,False
2012-01-02,71,False
2012-01-03,85,False
2012-01-04,92,False
2012-01-05,87,False
2012-01-06,85,False
2012-01-07,61,False
2012-01-08,58,False
2012-01-09,77,False
2012-01-10,89,False
2012-01-11,88,False
2012-01-12,92,False
2012-01-13,84,False
2012-01-14,76,False
2012-01-15,58,False
2012-01-16,84,False
2012-01-17,79,False
2012-01-18,83,False
2012-01-19,83,False
2012-01-20,94,False
2012-01-21,61,False
2012-01-22,49,False
2012-01-23,79,False
2012-01-24,98,False
2012-01-25,94,False
2012-01-26,74,False
2012-01-27,78,False
2012-01-28,59,False
2012-01-29,50,False
2012-01-30,90,False
2012-01-31,91,False
2012-02-01,79,False
2012-02-02,69,False
2012-02-03,75,False
2012-02-04,53,False
2012-02-05,44,False
2012-02-06,78,False
2012-02-07,85,False
2012-02-08,90,False
2012-02-09,88,False
2012-02-10,91,False
2012-02-11,54,False
2012-02-12,56,False
2012-02-13,83,False
2012-02-14,100,False
2012-02-15,84,False
2012-02-16,93,False
2012-02-17,78,False
2012-02-18,50,False
2012-02-19,53,False
2012-02-20,76,False
2012-02-21,84,False
2012-02-22,75,False
2012-02-23,82,False
2012-02-24,74,False
2012-02-25,54,False
2012-02-26,59,False
2012-02-27,87,False
2012-02-28,88,False
2012-02-29,81,False
2012-03-01,93,False
2012-03-02,99,False
2012-03-03,61,False
2012-03-04,58,False
2012-03-05,97,False
2012-03-06,82,False
2012-03-07,85,False
2012-03-08,92,False
2012-03-09,98,False
2012-03-10,48,False
2012-03-11,62,False
2012-03-12,74,False
2012-03-13,92,False
2012-03-14,84,False
2012-03-15,81,False
2012-03-16,87,False
2012-03-17,55,False
2012-03-18,63,False
2012-03-19,83,False
2012-03-20,79,False
2012-03-21,86,False
2012-03-22,85,False
2012-03-23,72,False
2012-03-24,50,False
2012-03-25,44,False
2012-03-26,70,False
2012-03-27,78,False
2012-03-28,92,False
2012-03-29,76,False
2012-03-30,82,False
2012-03-31,57,False
2012-04-01,45,False
2012-04-02,77,False
2012-04-03,87,False
2012-04-04,74,False
2012-04-05,67,False
2012-04-06,66,False
2012-04-07,48,False
2012-04-08,54,False
2012-04-09,67,False
2012-04-10,85,False
2012-04-11,78,False
2012-04-12,74,False
2012-04-13,79,False
2012-04-14,53,False
2012-04-15,43,False
2012-04-16,70,False
2012-04-17,84,False
2012-04-18,75,False
2012-04-19,74,False
2012-04-20,70,False
2012-04-21,50,False
2012-04-22,46,False
2012-04-23,93,False
2012-04-24,88,False
2012-04-25,73,False
2012-04-26,80,False
2012-04-27,72,False
2012-04-28,45,False
2012-04-29,60,False
2012-04-30,62,False
2012-05-01,47,False
2012-05-02,66,False
2012-05-03,72,False
2012-05-04,73,False
2012-05-05,53,False
2012-05-06,42,False
2012-05-07,75,False
2012-05-08,76,False
2012-05-09,79,False
2012-05-10,67,False
2012-05-11,73,False
2012-05-12,52,False
2012-05-13,57,False
2012-05-14,82,False
2012-05-15,79,False
2012-05-16,99,False
2012-05-17,77,False
2012-05-18,83,False
2012-05-19,50,False
2012-05-20,51,False
2012-05-21,78,False
2012-05-22,86,False
2012-05-23,82,False
2012-05-24,75,False
2012-05-25,69,False
2012-05-26,44,False
2012-05-27,45,False
2012-05-28,65,False
2012-05-29,76,False
2012-05-30,78,False
2012-05-31,74,False
2012-06-01,72,False
2012-06-02,49,False
2012-06-03,47,False
2012-06-04,79,False
2012-06-05,85,False
2012-06-06,78,False
2012-06-07,73,False
2012-06-08,82,False
2012-06-09,45,False
2012-06-10,50,False
2012-06-11,73,False
2012-06-12,86,False
2012-06-13,79,False
2012-06-14,82,False
2012-06-15,83,False
2012-06-16,52,False
2012-06-17,52,False
2012-06-18,74,False
2012-06-19,86,False
2012-06-20,86,False
2012-06-21,72,False
2012-06-22,78,False
2012-06-23,49,False
2012-06-24,55,False
2012-06-25,74,False
2012-06-26,82,False
2012-06-27,79,False
2012-06-28,82,False
2012-06-29,76,False
2012-06-30,41,False
2012-07-01,49,False
2012-07-02,92,False
2012-07-03,85,False
2012-07-04,87,False
2012-07-05,78,False
2012-07-06,79,False
2012-07-07,47,False
2012-07-08,51,False
2012-07-09,67,False
2012-07-10,85,False
2012-07-11,84,False
2012-07-12,86,False
2012-07-13,80,False
2012-07-14,45,False
2012-07-15,56,False
2012-07-16,78,False
2012-07-17,83,False
2012-07-18,88,False
2012-07-19,86,False
2012-07-20,81,False
2012-07-21,51,False
2012-07-22,60,False
2012-07-23,69,False
2012-07-24,86,False
2012-07-25,74,False
2012-07-26,78,False
2012-07-27,83,False
2012-07-28,52,False
2012-07-29,50,False
2012-07-30,77,False
2012-07-31,81,False
2012-08-01,86,False
2012-08-02,79,False
2012-08-03,84,False
2012-08-04,38,False
2012-08-05,42,False
2012-08-06,74,False
2012-08-07,92,False
2012-08-08,80,False
2012-08-09,83,False
2012-08-10,64,False
2012-08-11,54,False
2012-08-12,44,False
2012-08-13,90,False
2012-08-14,80,False
2012-08-15,83,False
2012-08-16,85,False
2012-08-17,68,False
2012-08-18,42,False
2012-08-19,61,False
2012-08-20,87,False
2012-08-21,86,False
2012-08-22,88,False
2012-08-23,78,False
2012-08-24,96,False
2012-08-25,42,False
2012-08-26,53,False
2012-08-27,73,False
2012-08-28,80,False
2012-08-29,83,False
2012-08-30,93,False
2012-08-31,72,False
2012-09-01,52,False
2012-09-02,44,False
2012-09-03,85,False
2012-09-04,86,False
2012-09-05,86,False
2012-09-06,98,False
2012-09-07,78,False
2012-09-08,57,False
2012-09-09,55,False
2012-09-10,87,False
2012-09-11,85,False
2012-09-12,94,False
2012-09-13,87,False
2012-09-14,77,False
2012-09-15,63,False
2012-09-16,40,False
2012-09-17,75,False
2012-09-18,85,False
2012-09-19,82,False
2012-09-20,81,False
2012-09-21,86,False
2012-09-22,67,False
2012-09-23,51,False
2012-09-24,79,False
2012-09-25,83,False
2012-09-26,87,False
2012-09-27,90,False
2012-09-28,87,False
2012-09-29,56,False
2012-09-30,48,False
2012-10-01,84,False
2012-10-02,95,False
2012-10-03,87,False
2012-10-04,75,False
2012-10-05,81,False
2012-10-06,65,False
2012-10-07,47,False
2012-10-08,68,False
2012-10-09,96,False
2012-10-10,84,False
2012-10-11,80,False
2012-10-12,68,False
2012-10-13,42,False
2012-10-14,43,False
2012-10-15,80,False
2012-10-16,100,False
2012-10-17,92,False
2012-10-18,89,False
2012-10-19,86,False
2012-10-20,58,False
2012-10-21,56,False
2012-10-22,78,False
2012-10-23,89,False
2012-10-24,89,False
2012-10-25,91,False
2012-10-26,74,False
2012-10-27,59,False
2012-10-28,50,False
2012-10-29,81,False
2012-10-30,80,False
2012-10-31,75,False
2012-11-01,69,False
2012-11-02,68,False
2012-11-03,56,False
2012-11-04,63,False
2012-11-05,81,False
2012-11-06,78,False
2012-11-07,73,False
2012-11-08,83,False
2012-11-09,78,False
2012-11-10,46,False
2012-11-11,55,False
2012-11-12,77,False
2012-11-13,87,False
2012-11-14,86,False
2012-11-15,73,False
2012-11-16,84,False
2012-11-17,59,False
2012-11-18,63,False
2012-11-19,89,False
2012-11-20,88,False
2012-11-21,91,False
2012-11-22,78,False
2012-11-23,65,False
2012-11-24,43,False
2012-11-25,64,False
2012-11-26,78,False
2012-11-27,82,False
2012-11-28,85,False
2012-11-29,82,False
2012-11-30,71,False
2012-12-01,56,False
2012-12-02,64,False
2012-12-03,88,False
2012-12-04,74,False
2012-12-05,84,False
2012-12-06,81,False
2012-12-07,85,False
2012-12-08,47,False
2012-12-09,47,False
2012-12-10,80,False
2012-12-11,78,False
2012-12-12,88,False
2012-12-13,84,False
2012-12-14,83,False
2012-12-15,52,False
2012-12-16,59,False
2012-12-17,94,False
2012-12-18,75,False
2012-12-19,84,False
2012-12-20,71,False
2012-12-21,64,False
2012-12-22,46,False
2012-12-23,45,False
2012-12-24,59,False
2012-12-25,69,False
2012-12-26,53,False
2012-12-27,70,False
2012-12-28,62,False
2012-12-29,57,False
2012-12-30,45,False
2012-12-31,32,False
2013-01-01,38,False
2013-01-02,55,False
2013-01-03,69,False
2013-01-04,70,False
2013-01-05,60,False
2013-01-06,46,False
2013-01-07,82,False
2013-01-08,76,False
2013-01-09,80,False
2013-01-10,91,False
2013-01-11,78,False
2013-01-12,50,False
2013-01-13,54,False
2013-01-14,70,False
2013-01-15,83,False
2013-01-16,76,False
2013-01-17,81,False
2013-01-18,100,False
2013-01-19,47,False
2013-01-20,56,False
2013-01-21,87,False
2013-01-22,84,False
2013-01-23,81,False
2013-01-24,98,False
2013-01-25,74,False
2013-01-26,50,False
2013-01-27,56,False
2013-01-28,76,False
2013-01-29,91,False
2013-01-30,76,False
2013-01-31,82,False
2013-02-01,75,False
2013-02-02,42,False
2013-02-03,58,False
2013-02-04,81,False
2013-02-05,80,False
2013-02-06,99,False
2013-02-07,91,False
2013-02-08,78,False
2013-02-09,57,False
2013-02-10,51,False
2013-02-11,64,False
2013-02-12,76,False
2013-02-13,84,False
2013-02-14,83,False
2013-02-15,77,False
2013-02-16,48,False
2013-02-17,58,False
2013-02-18,86,False
2013-02-19,97,False
2013-02-20,82,False
2013-02-21,76,False
2013-02-22,82,False
2013-02-23,48,False
2013-02-24,50,False
2013-02-25,91,False
2013-02-26,78,False
2013-02-27,79,False
2013-02-28,84,False
2013-03-01,79,False
2013-03-02,47,False
2013-03-03,58,False
2013-03-04,84,False
2013-03-05,81,False
2013-03-06,78,False
2013-03-07,85,False
2013-03-08,75,False
2013-03-09,53,False
2013-03-10,52,False
2013-03-11,83,False
2013-03-12,76,False
2013-03-13,83,False
2013-03-14,95,False
2013-03-15,79,False
2013-03-16,59,False
2013-03-17,44,False
2013-03-18,81,False
2013-03-19,79,False
2013-03-20,80,False
2013-03-21,85,False
2013-03-22,68,False
2013-03-23,54,False
2013-03-24,60,False
2013-03-25,79,False
2013-03-26,81,False
2013-03-27,84,False
2013-03-28,68,False
2013-03-29,68,False
2013-03-30,56,False
2013-03-31,55,False
2013-04-01,63,False
2013-04-02,81,False
2013-04-03,74,False
2013-04-04,72,False
2013-04-05,68,False
2013-04-06,47,False
2013-04-07,49,False
2013-04-08,83,False
2013-04-09,82,False
2013-04-10,93,False
2013-04-11,83,False
2013-04-12,80,False
2013-04-13,55,False
2013-04-14,54,False
2013-04-15,83,False
2013-04-16,75,False
2013-04-17,84,False
2013-04-18,89,False
2013-04-19,79,False
2013-04-20,51,False
2013-04-21,50,False
2013-04-22,83,False
2013-04-23,82,False
2013-04-24,75,False
2013-04-25,72,False
2013-04-26,66,False
2013-04-27,45,False
2013-04-28,45,False
2013-04-29,73,False
2013-04-30,66,False
2013-05-01,61,False
2013-05-02,71,False
2013-05-03,61,False
2013-05-04,42,False
2013-05-05,41,False
2013-05-06,65,False
2013-05-07,84,False
2013-05-08,76,False
2013-05-09,70,False
2013-05-10,65,False
2013-05-11,64,False
2013-05-12,51,False
2013-05-13,74,False
2013-05-14,81,False
2013-05-15,79,False
2013-05-16,80,False
2013-05-17,74,False
2013-05-18,49,False
2013-05-19,42,False
2013-05-20,68,False
2013-05-21,70,False
2013-05-22,80,False
2013-05-23,68,False
2013-05-24,74,False
2013-05-25,47,False
2013-05-26,45,False
2013-05-27,71,False
2013-05-28,71,False
2013-05-29,68,False
2013-05-30,82,False
2013-05-31,72,False
2013-06-01,50,False
2013-06-02,46,False
2013-06-03,75,False
2013-06-04,71,False
2013-06-05,84,False
2013-06-06,81,False
2013-06-07,76,False
2013-06-08,41,False
2013-06-09,42,False
2013-06-10,78,False
2013-06-11,69,False
2013-06-12,74,False
2013-06-13,76,False
2013-06-14,75,False
2013-06-15,51,False
2013-06-16,53,False
2013-06-17,82,False
2013-06-18,83,False
2013-06-19,77,False
2013-06-20,82,False
2013-06-21,75,False
2013-06-22,49,False
2013-06-23,46,False
2013-06-24,74,False
2013-06-25,90,False
2013-06-26,64,False
2013-06-27,73,False
2013-06-28,82,False
2013-06-29,55,False
2013-06-30,33,False
2013-07-01,60,False
2013-07-02,74,False
2013-07-03,81,False
2013-07-04,65,False
2013-07-05,76,False
2013-07-06,43,False
2013-07-07,43,False
2013-07-08,74,False
2013-07-09,69,False
2013-07-10,80,False
2013-07-11,80,False
2013-07-12,61,False
2013-07-13,48,False
2013-07-14,41,False
2013-07-15,69,False
2013-07-16,87,False
2013-07-17,85,False
2013-07-18,71,False
2013-07-19,80,False
2013-07-20,41,False
2013-07-21,48,False
2013-07-22,61,False
2013-07-23,75,False
2013-07-24,71,False
2013-07-25,71,False
2013-07-26,70,False
2013-07-27,42,False
2013-07-28,55,False
2013-07-29,71,False
2013-07-30,86,False
2013-07-31,70,False
2013-08-01,77,False
2013-08-02,72,False
2013-08-03,44,False
2013-08-04,48,False
2013-08-05,85,False
2013-08-06,80,False
2013-08-07,70,False
2013-08-08,71,False
2013-08-09,72,False
2013-08-10,47,False
2013-08-11,39,False
2013-08-12,80,False
2013-08-13,70,False
2013-08-14,73,False
2013-08-15,70,False
2013-08-16,65,False
2013-08-17,35,False
2013-08-18,47,False
2013-08-19,68,False
2013-08-20,66,False
2013-08-21,66,False
2013-08-22,81,False
2013-08-23,80,False
2013-08-24,57,False
2013-08-25,52,False
2013-08-26,81,False
2013-08-27,84,False
2013-08-28,79,False
2013-08-29,83,False
2013-08-30,66,False
2013-08-31,58,False
2013-09-01,51,False
2013-09-02,60,False
2013-09-03,87,False
2013-09-04,68,False
2013-09-05,79,False
2013-09-06,65,False
2013-09-07,53,False
2013-09-08,58,False
2013-09-09,70,False
2013-09-10,70,False
2013-09-11,80,False
2013-09-12,81,False
2013-09-13,72,False
2013-09-14,38,False
2013-09-15,54,False
2013-09-16,66,False
2013-09-17,77,False
2013-09-18,73,False
2013-09-19,69,False
2013-09-20,72,False
2013-09-21,53,False
2013-09-22,59,False
2013-09-23,100,False
2013-09-24,81,False
2013-09-25,81,False
2013-09-26,78,False
2013-09-27,72,False
2013-09-28,50,False
2013-09-29,62,False
2013-09-30,78,False
2013-10-01,72,False
2013-10-02,69,False
2013-10-03,81,False
2013-10-04,58,False
2013-10-05,40,False
2013-10-06,52,False
2013-10-07,72,False
2013-10-08,84,False
2013-10-09,89,False
2013-10-10,83,False
2013-10-11,70,False
2013-10-12,47,False
2013-10-13,46,False
2013-10-14,67,False
2013-10-15,75,False
2013-10-16,66,False
2013-10-17,78,False
2013-10-18,70,False
2013-10-19,52,False
2013-10-20,52,False
2013-10-21,64,False
2013-10-22,85,False
2013-10-23,67,False
2013-10-24,89,False
2013-10-25,60,False
2013-10-26,53,False
2013-10-27,46,False
2013-10-28,69,False
2013-10-29,78,False
2013-10-30,72,False
2013-10-31,79,False
2013-11-01,62,False
2013-11-02,48,False
2013-11-03,43,False
2013-11-04,74,False
2013-11-05,76,False
2013-11-06,66,False
2013-11-07,69,False
2013-11-08,74,False
2013-11-09,37,False
2013-11-10,51,False
2013-11-11,72,False
2013-11-12,72,False
2013-11-13,83,False
2013-11-14,69,False
2013-11-15,66,False
2013-11-16,49,False
2013-11-17,46,False
2013-11-18,74,False
2013-11-19,78,False
2013-11-20,76,False
2013-11-21,72,False
2013-11-22,65,False
2013-11-23,47,False
2013-11-24,40,False
2013-11-25,73,False
2013-11-26,73,False
2013-11-27,77,False
2013-11-28,69,False
2013-11-29,58,False
2013-11-30,37,False
2013-12-01,42,False
2013-12-02,67,False
2013-12-03,65,False
2013-12-04,78,False
2013-12-05,74,False
2013-12-06,52,False
2013-12-07,34,False
2013-12-08,54,False
2013-12-09,71,False
2013-12-10,75,False
2013-12-11,76,False
2013-12-12,67,False
2013-12-13,81,False
2013-12-14,40,False
2013-12-15,53,False
2013-12-16,87,False
2013-12-17,75,False
2013-12-18,78,False
2013-12-19,72,False
2013-12-20,63,False
2013-12-21,34,False
2013-12-22,48,False
2013-12-23,50,False
2013-12-24,61,False
2013-12-25,47,False
2013-12-26,59,False
2013-12-27,54,False
2013-12-28,48,False
2013-12-29,41,False
2013-12-30,52,False
2013-12-31,40,False
2014-01-01,57,False
2014-01-02,62,False
2014-01-03,58,False
2014-01-04,51,False
2014-01-05,53,False
2014-01-06,75,False
2014-01-07,79,False
2014-01-08,81,False
2014-01-09,76,False
2014-01-10,75,False
2014-01-11,42,False
2014-01-12,44,False
2014-01-13,70,False
2014-01-14,87,False
2014-01-15,87,False
2014-01-16,81,False
2014-01-17,81,False
2014-01-18,53,False
2014-01-19,56,False
2014-01-20,76,False
2014-01-21,87,False
2014-01-22,74,False
2014-01-23,80,False
2014-01-24,75,False
2014-01-25,52,False
2014-01-26,50,False
2014-01-27,71,False
2014-01-28,88,False
2014-01-29,81,False
2014-01-30,83,False
2014-01-31,74,False
2014-02-01,53,False
2014-02-02,50,False
2014-02-03,84,False
2014-02-04,79,False
2014-02-05,76,False
2014-02-06,82,False
2014-02-07,80,False
2014-02-08,44,False
2014-02-09,66,False
2014-02-10,79,False
2014-02-11,95,False
2014-02-12,100,False
2014-02-13,72,False
2014-02-14,88,False
2014-02-15,48,False
2014-02-16,61,False
2014-02-17,86,False
2014-02-18,88,False
2014-02-19,89,False
2014-02-20,83,False
2014-02-21,85,False
2014-02-22,57,False
2014-02-23,47,False
2014-02-24,85,False
2014-02-25,83,False
2014-02-26,84,False
2014-02-27,75,False
2014-02-28,67,False
2014-03-01,46,False
2014-03-02,44,False
2014-03-03,69,False
2014-03-04,69,False
2014-03-05,80,False
2014-03-06,71,False
2014-03-07,73,False
2014-03-08,43,False
2014-03-09,38,False
2014-03-10,81,False
2014-03-11,79,False
2014-03-12,78,False
2014-03-13,78,False
2014-03-14,62,False
2014-03-15,49,False
2014-03-16,48,False
2014-03-17,77,False
2014-03-18,77,False
2014-03-19,77,False
2014-03-20,82,False
2014-03-21,77,False
2014-03-22,44,False
2014-03-23,52,False
2014-03-24,74,False
2014-03-25,79,False
2014-03-26,85,False
2014-03-27,72,False
2014-03-28,66,False
2014-03-29,51,False
2014-03-30,49,False
2014-03-31,71,False
2014-04-01,82,False
2014-04-02,70,False
2014-04-03,78,False
2014-04-04,71,False
2014-04-05,57,False
2014-04-06,53,False
2014-04-07,80,False
2014-04-08,77,False
2014-04-09,95,False
2014-04-10,97,False
2014-04-11,74,False
2014-04-12,46,False
2014-04-13,55,False
2014-04-14,84,False
2014-04-15,72,False
2014-04-16,76,False
2014-04-17,67,False
2014-04-18,57,False
2014-04-19,44,False
2014-04-20,37,False
2014-04-21,58,False
2014-04-22,76,False
2014-04-23,71,False
2014-04-24,70,False
2014-04-25,69,False
2014-04-26,42,False
2014-04-27,37,False
2014-04-28,70,False
2014-04-29,68,False
2014-04-30,79,False
2014-05-01,51,False
2014-05-02,61,False
2014-05-03,39,False
2014-05-04,54,False
2014-05-05,60,False
2014-05-06,69,False
2014-05-07,76,False
2014-05-08,69,False
2014-05-09,71,False
2014-05-10,43,False
2014-05-11,49,False
2014-05-12,82,False
2014-05-13,85,False
2014-05-14,72,False
2014-05-15,72,False
2014-05-16,69,False
2014-05-17,50,False
2014-05-18,46,False
2014-05-19,77,False
2014-05-20,73,False
2014-05-21,82,False
2014-05-22,83,False
2014-05-23,78,False
2014-05-24,48,False
2014-05-25,47,False
2014-05-26,78,False
2014-05-27,73,False
2014-05-28,81,False
2014-05-29,62,False
2014-05-30,65,False
2014-05-31,56,False
2014-06-01,44,False
2014-06-02,65,False
2014-06-03,77,False
2014-06-04,75,False
2014-06-05,70,False
2014-06-06,68,False
2014-06-07,46,False
2014-06-08,32,False
2014-06-09,63,False
2014-06-10,72,False
2014-06-11,74,False
2014-06-12,71,False
2014-06-13,54,False
2014-06-14,43,False
2014-06-15,46,False
2014-06-16,70,False
2014-06-17,80,False
2014-06-18,78,False
2014-06-19,65,False
2014-06-20,74,False
2014-06-21,45,False
2014-06-22,36,False
2014-06-23,68,False
2014-06-24,69,False
2014-06-25,89,False
2014-06-26,70,False
2014-06-27,66,False
2014-06-28,48,False
2014-06-29,32,False
2014-06-30,71,False
2014-07-01,68,False
2014-07-02,80,False
2014-07-03,100,False
2014-07-04,63,False
2014-07-05,48,False
2014-07-06,37,False
2014-07-07,83,False
2014-07-08,81,False
2014-07-09,68,False
2014-07-10,63,False
2014-07-11,75,False
2014-07-12,38,False
2014-07-13,42,False
2014-07-14,77,False
2014-07-15,77,False
2014-07-16,74,False
2014-07-17,65,False
2014-07-18,69,False
2014-07-19,48,False
2014-07-20,54,False
2014-07-21,70,False
2014-07-22,77,False
2014-07-23,75,False
2014-07-24,77,False
2014-07-25,63,False
2014-07-26,38,False
2014-07-27,39,False
2014-07-28,73,False
2014-07-29,74,False
2014-07-30,80,False
2014-07-31,67,False
2014-08-01,70,False
2014-08-02,40,False
2014-08-03,44,False
2014-08-04,75,False
2014-08-05,79,False
2014-08-06,73,False
2014-08-07,75,False
2014-08-08,70,False
2014-08-09,42,False
2014-08-10,35,False
2014-08-11,71,False
2014-08-12,62,False
2014-08-13,70,False
2014-08-14,72,False
2014-08-15,63,False
2014-08-16,43,False
2014-08-17,37,False
2014-08-18,78,False
2014-08-19,78,False
2014-08-20,74,False
2014-08-21,84,False
2014-08-22,76,False
2014-08-23,47,False
2014-08-24,43,False
2014-08-25,77,False
2014-08-26,65,False
2014-08-27,69,False
2014-08-28,70,False
2014-08-29,73,False
2014-08-30,36,False
2014-08-31,49,False
2014-09-01,62,False
2014-09-02,74,False
2014-09-03,65,False
2014-09-04,77,False
2014-09-05,70,False
2014-09-06,39,False
2014-09-07,33,False
2014-09-08,78,False
2014-09-09,74,False
2014-09-10,70,False
2014-09-11,78,False
2014-09-12,67,False
2014-09-13,43,False
2014-09-14,44,False
2014-09-15,68,False
2014-09-16,83,False
2014-09-17,85,False
2014-09-18,79,False
2014-09-19,71,False
2014-09-20,51,False
2014-09-21,45,False
2014-09-22,80,False
2014-09-23,90,False
2014-09-24,80,False
2014-09-25,82,False
2014-09-26,86,False
2014-09-27,46,False
2014-09-28,41,False
2014-09-29,83,False
2014-09-30,70,False
2014-10-01,76,False
2014-10-02,69,False
2014-10-03,71,False
2014-10-04,43,False
2014-10-05,45,False
2014-10-06,73,False
2014-10-07,69,False
2014-10-08,70,False
2014-10-09,76,False
2014-10-10,79,False
2014-10-11,43,False
2014-10-12,41,False
2014-10-13,81,False
2014-10-14,81,False
2014-10-15,86,False
2014-10-16,75,False
2014-10-17,76,False
2014-10-18,38,False
2014-10-19,40,False
2014-10-20,73,False
2014-10-21,82,False
2014-10-22,74,False
2014-10-23,86,False
2014-10-24,68,False
2014-10-25,47,False
2014-10-26,46,False
2014-10-27,76,False
2014-10-28,81,False
2014-10-29,83,False
2014-10-30,70,False
2014-10-31,75,False
2014-11-01,51,False
2014-11-02,48,False
2014-11-03,68,False
2014-11-04,72,False
2014-11-05,80,False
2014-11-06,77,False
2014-11-07,75,False
2014-11-08,60,False
2014-11-09,41,False
2014-11-10,83,False
2014-11-11,81,False
2014-11-12,80,False
2014-11-13,76,False
2014-11-14,79,False
2014-11-15,51,False
2014-11-16,47,False
2014-11-17,80,False
2014-11-18,89,False
2014-11-19,77,False
2014-11-20,73,False
2014-11-21,61,False
2014-11-22,48,False
2014-11-23,43,False
2014-11-24,71,False
2014-11-25,66,False
2014-11-26,72,False
2014-11-27,84,False
2014-11-28,78,False
2014-11-29,49,False
2014-11-30,45,False
2014-12-01,67,False
2014-12-02,78,False
2014-12-03,87,False
2014-12-04,83,False
2014-12-05,75,False
2014-12-06,42,False
2014-12-07,36,False
2014-12-08,63,False
2014-12-09,73,False
2014-12-10,85,False
2014-12-11,74,False
2014-12-12,72,False
2014-12-13,41,False
2014-12-14,59,False
2014-12-15,73,False
