date,CDW,isPartial
2011-06-24,68,False
2011-06-25,16,False
2011-06-26,0,False
2011-06-27,66,False
2011-06-28,71,False
2011-06-29,79,False
2011-06-30,73,False
2011-07-01,23,False
2011-07-02,0,False
2011-07-03,6,False
2011-07-04,9,False
2011-07-05,24,False
2011-07-06,26,False
2011-07-07,26,False
2011-07-08,22,False
2011-07-09,9,False
2011-07-10,7,False
2011-07-11,23,False
2011-07-12,24,False
2011-07-13,24,False
2011-07-14,28,False
2011-07-15,20,False
2011-07-16,9,False
2011-07-17,10,False
2011-07-18,26,False
2011-07-19,30,False
2011-07-20,25,False
2011-07-21,28,False
2011-07-22,22,False
2011-07-23,7,False
2011-07-24,8,False
2011-07-25,27,False
2011-07-26,31,False
2011-07-27,22,False
2011-07-28,25,False
2011-07-29,26,False
2011-07-30,8,False
2011-07-31,9,False
2011-08-01,28,False
2011-08-02,30,False
2011-08-03,24,False
2011-08-04,26,False
2011-08-05,20,False
2011-08-06,8,False
2011-08-07,9,False
2011-08-08,24,False
2011-08-09,23,False
2011-08-10,29,False
2011-08-11,25,False
2011-08-12,21,False
2011-08-13,7,False
2011-08-14,6,False
2011-08-15,29,False
2011-08-16,24,False
2011-08-17,33,False
2011-08-18,31,False
2011-08-19,24,False
2011-08-20,13,False
2011-08-21,13,False
2011-08-22,100,False
2011-08-23,44,False
2011-08-24,36,False
2011-08-25,29,False
2011-08-26,25,False
2011-08-27,7,False
2011-08-28,10,False
2011-08-29,26,False
2011-08-30,20,False
2011-08-31,29,False
2011-09-01,26,False
2011-09-02,19,False
2011-09-03,9,False
2011-09-04,9,False
2011-09-05,9,False
2011-09-06,30,False
2011-09-07,29,False
2011-09-08,26,False
2011-09-09,25,False
2011-09-10,9,False
2011-09-11,8,False
2011-09-12,19,False
2011-09-13,26,False
2011-09-14,30,False
2011-09-15,26,False
2011-09-16,24,False
2011-09-17,9,False
2011-09-18,7,False
2011-09-19,22,False
2011-09-20,29,False
2011-09-21,29,False
2011-09-22,27,False
2011-09-23,20,False
2011-09-24,11,False
2011-09-25,9,False
2011-09-26,26,False
2011-09-27,25,False
2011-09-28,25,False
2011-09-29,26,False
2011-09-30,27,False
2011-10-01,11,False
2011-10-02,8,False
2011-10-03,25,False
2011-10-04,29,False
2011-10-05,27,False
2011-10-06,26,False
2011-10-07,21,False
2011-10-08,5,False
2011-10-09,5,False
2011-10-10,24,False
2011-10-11,25,False
2011-10-12,29,False
2011-10-13,26,False
2011-10-14,20,False
2011-10-15,9,False
2011-10-16,10,False
2011-10-17,24,False
2011-10-18,24,False
2011-10-19,26,False
2011-10-20,29,False
2011-10-21,22,False
2011-10-22,7,False
2011-10-23,8,False
2011-10-24,20,False
2011-10-25,25,False
2011-10-26,25,False
2011-10-27,26,False
2011-10-28,24,False
2011-10-29,12,False
2011-10-30,9,False
2011-10-31,24,False
2011-11-01,28,False
2011-11-02,29,False
2011-11-03,26,False
2011-11-04,25,False
2011-11-05,8,False
2011-11-06,11,False
2011-11-07,26,False
2011-11-08,30,False
2011-11-09,31,False
2011-11-10,27,False
2011-11-11,19,False
2011-11-12,9,False
2011-11-13,11,False
2011-11-14,22,False
2011-11-15,30,False
2011-11-16,29,False
2011-11-17,29,False
2011-11-18,23,False
2011-11-19,8,False
2011-11-20,7,False
2011-11-21,22,False
2011-11-22,24,False
2011-11-23,21,False
2011-11-24,13,False
2011-11-25,14,False
2011-11-26,9,False
2011-11-27,10,False
2011-11-28,27,False
2011-11-29,28,False
2011-11-30,28,False
2011-12-01,28,False
2011-12-02,23,False
2011-12-03,10,False
2011-12-04,8,False
2011-12-05,27,False
2011-12-06,31,False
2011-12-07,26,False
2011-12-08,23,False
2011-12-09,27,False
2011-12-10,10,False
2011-12-11,9,False
2011-12-12,24,False
2011-12-13,27,False
2011-12-14,24,False
2011-12-15,26,False
2011-12-16,21,False
2011-12-17,13,False
2011-12-18,10,False
2011-12-19,24,False
2011-12-20,26,False
2011-12-21,21,False
2011-12-22,19,False
2011-12-23,13,False
2011-12-24,7,False
2011-12-25,8,False
2011-12-26,8,False
2011-12-27,19,False
2011-12-28,19,False
2011-12-29,20,False
2011-12-30,16,False
2011-12-31,8,False
2012-01-01,19,False
2012-01-02,34,False
2012-01-03,70,False
2012-01-04,95,False
2012-01-05,85,False
2012-01-06,82,False
2012-01-07,26,False
2012-01-08,22,False
2012-01-09,85,False
2012-01-10,99,False
2012-01-11,77,False
2012-01-12,92,False
2012-01-13,70,False
2012-01-14,33,False
2012-01-15,30,False
2012-01-16,70,False
2012-01-17,89,False
2012-01-18,87,False
2012-01-19,79,False
2012-01-20,64,False
2012-01-21,39,False
2012-01-22,28,False
2012-01-23,80,False
2012-01-24,86,False
2012-01-25,74,False
2012-01-26,87,False
2012-01-27,92,False
2012-01-28,36,False
2012-01-29,29,False
2012-01-30,86,False
2012-01-31,79,False
2012-02-01,77,False
2012-02-02,97,False
2012-02-03,79,False
2012-02-04,38,False
2012-02-05,27,False
2012-02-06,78,False
2012-02-07,90,False
2012-02-08,84,False
2012-02-09,75,False
2012-02-10,85,False
2012-02-11,27,False
2012-02-12,28,False
2012-02-13,80,False
2012-02-14,79,False
2012-02-15,96,False
2012-02-16,94,False
2012-02-17,83,False
2012-02-18,30,False
2012-02-19,22,False
2012-02-20,69,False
2012-02-21,78,False
2012-02-22,100,False
2012-02-23,65,False
2012-02-24,75,False
2012-02-25,26,False
2012-02-26,27,False
2012-02-27,76,False
2012-02-28,88,False
2012-02-29,76,False
2012-03-01,91,False
2012-03-02,81,False
2012-03-03,41,False
2012-03-04,32,False
2012-03-05,75,False
2012-03-06,78,False
2012-03-07,98,False
2012-03-08,83,False
2012-03-09,85,False
2012-03-10,30,False
2012-03-11,39,False
2012-03-12,86,False
2012-03-13,72,False
2012-03-14,80,False
2012-03-15,75,False
2012-03-16,98,False
2012-03-17,36,False
2012-03-18,28,False
2012-03-19,94,False
2012-03-20,100,False
2012-03-21,78,False
2012-03-22,82,False
2012-03-23,66,False
2012-03-24,36,False
2012-03-25,29,False
2012-03-26,80,False
2012-03-27,84,False
2012-03-28,88,False
2012-03-29,74,False
2012-03-30,62,False
2012-03-31,34,False
2012-04-01,22,False
2012-04-02,72,False
2012-04-03,82,False
2012-04-04,99,False
2012-04-05,84,False
2012-04-06,66,False
2012-04-07,26,False
2012-04-08,23,False
2012-04-09,74,False
2012-04-10,78,False
2012-04-11,73,False
2012-04-12,87,False
2012-04-13,85,False
2012-04-14,25,False
2012-04-15,25,False
2012-04-16,74,False
2012-04-17,76,False
2012-04-18,90,False
2012-04-19,76,False
2012-04-20,77,False
2012-04-21,31,False
2012-04-22,19,False
2012-04-23,75,False
2012-04-24,90,False
2012-04-25,74,False
2012-04-26,96,False
2012-04-27,68,False
2012-04-28,39,False
2012-04-29,32,False
2012-04-30,75,False
2012-05-01,79,False
2012-05-02,75,False
2012-05-03,72,False
2012-05-04,71,False
2012-05-05,37,False
2012-05-06,28,False
2012-05-07,83,False
2012-05-08,77,False
2012-05-09,83,False
2012-05-10,88,False
2012-05-11,75,False
2012-05-12,33,False
2012-05-13,25,False
2012-05-14,85,False
2012-05-15,76,False
2012-05-16,68,False
2012-05-17,70,False
2012-05-18,89,False
2012-05-19,29,False
2012-05-20,25,False
2012-05-21,75,False
2012-05-22,91,False
2012-05-23,84,False
2012-05-24,74,False
2012-05-25,63,False
2012-05-26,27,False
2012-05-27,25,False
2012-05-28,29,False
2012-05-29,70,False
2012-05-30,73,False
2012-05-31,64,False
2012-06-01,72,False
2012-06-02,32,False
2012-06-03,14,False
2012-06-04,79,False
2012-06-05,71,False
2012-06-06,87,False
2012-06-07,80,False
2012-06-08,71,False
2012-06-09,17,False
2012-06-10,25,False
2012-06-11,81,False
2012-06-12,81,False
2012-06-13,78,False
2012-06-14,90,False
2012-06-15,67,False
2012-06-16,19,False
2012-06-17,24,False
2012-06-18,66,False
2012-06-19,79,False
2012-06-20,70,False
2012-06-21,70,False
2012-06-22,69,False
2012-06-23,22,False
2012-06-24,19,False
2012-06-25,75,False
2012-06-26,76,False
2012-06-27,74,False
2012-06-28,80,False
2012-06-29,85,False
2012-06-30,28,False
2012-07-01,30,False
2012-07-02,53,False
2012-07-03,57,False
2012-07-04,37,False
2012-07-05,72,False
2012-07-06,49,False
2012-07-07,23,False
2012-07-08,21,False
2012-07-09,79,False
2012-07-10,93,False
2012-07-11,70,False
2012-07-12,88,False
2012-07-13,77,False
2012-07-14,28,False
2012-07-15,28,False
2012-07-16,77,False
2012-07-17,94,False
2012-07-18,88,False
2012-07-19,63,False
2012-07-20,75,False
2012-07-21,35,False
2012-07-22,26,False
2012-07-23,81,False
2012-07-24,81,False
2012-07-25,92,False
2012-07-26,89,False
2012-07-27,68,False
2012-07-28,22,False
2012-07-29,22,False
2012-07-30,70,False
2012-07-31,70,False
2012-08-01,84,False
2012-08-02,68,False
2012-08-03,70,False
2012-08-04,22,False
2012-08-05,24,False
2012-08-06,69,False
2012-08-07,85,False
2012-08-08,73,False
2012-08-09,81,False
2012-08-10,67,False
2012-08-11,24,False
2012-08-12,26,False
2012-08-13,88,False
2012-08-14,67,False
2012-08-15,79,False
2012-08-16,90,False
2012-08-17,71,False
2012-08-18,19,False
2012-08-19,30,False
2012-08-20,82,False
2012-08-21,85,False
2012-08-22,83,False
2012-08-23,78,False
2012-08-24,62,False
2012-08-25,25,False
2012-08-26,27,False
2012-08-27,69,False
2012-08-28,82,False
2012-08-29,84,False
2012-08-30,80,False
2012-08-31,63,False
2012-09-01,26,False
2012-09-02,26,False
2012-09-03,32,False
2012-09-04,85,False
2012-09-05,86,False
2012-09-06,80,False
2012-09-07,76,False
2012-09-08,24,False
2012-09-09,21,False
2012-09-10,80,False
2012-09-11,72,False
2012-09-12,88,False
2012-09-13,77,False
2012-09-14,68,False
2012-09-15,16,False
2012-09-16,15,False
2012-09-17,78,False
2012-09-18,79,False
2012-09-19,87,False
2012-09-20,67,False
2012-09-21,64,False
2012-09-22,26,False
2012-09-23,23,False
2012-09-24,88,False
2012-09-25,81,False
2012-09-26,73,False
2012-09-27,91,False
2012-09-28,67,False
2012-09-29,20,False
2012-09-30,24,False
2012-10-01,84,False
2012-10-02,78,False
2012-10-03,83,False
2012-10-04,58,False
2012-10-05,73,False
2012-10-06,26,False
2012-10-07,0,False
2012-10-08,70,False
2012-10-09,83,False
2012-10-10,81,False
2012-10-11,61,False
2012-10-12,72,False
2012-10-13,20,False
2012-10-14,15,False
2012-10-15,75,False
2012-10-16,80,False
2012-10-17,79,False
2012-10-18,89,False
2012-10-19,64,False
2012-10-20,26,False
2012-10-21,19,False
2012-10-22,87,False
2012-10-23,100,False
2012-10-24,79,False
2012-10-25,81,False
2012-10-26,59,False
2012-10-27,25,False
2012-10-28,21,False
2012-10-29,70,False
2012-10-30,76,False
2012-10-31,79,False
2012-11-01,89,False
2012-11-02,80,False
2012-11-03,25,False
2012-11-04,26,False
2012-11-05,74,False
2012-11-06,72,False
2012-11-07,68,False
2012-11-08,76,False
2012-11-09,71,False
2012-11-10,23,False
2012-11-11,26,False
2012-11-12,78,False
2012-11-13,80,False
2012-11-14,84,False
2012-11-15,79,False
2012-11-16,53,False
2012-11-17,28,False
2012-11-18,24,False
2012-11-19,74,False
2012-11-20,74,False
2012-11-21,66,False
2012-11-22,25,False
2012-11-23,28,False
2012-11-24,21,False
2012-11-25,28,False
2012-11-26,67,False
2012-11-27,81,False
2012-11-28,79,False
2012-11-29,68,False
2012-11-30,67,False
2012-12-01,19,False
2012-12-02,29,False
2012-12-03,69,False
2012-12-04,64,False
2012-12-05,78,False
2012-12-06,69,False
2012-12-07,67,False
2012-12-08,29,False
2012-12-09,19,False
2012-12-10,65,False
2012-12-11,69,False
2012-12-12,94,False
2012-12-13,75,False
2012-12-14,65,False
2012-12-15,24,False
2012-12-16,21,False
2012-12-17,54,False
2012-12-18,67,False
2012-12-19,70,False
2012-12-20,71,False
2012-12-21,54,False
2012-12-22,25,False
2012-12-23,16,False
2012-12-24,28,False
2012-12-25,19,False
2012-12-26,34,False
2012-12-27,52,False
2012-12-28,50,False
2012-12-29,23,False
2012-12-30,17,False
2012-12-31,29,False
2013-01-01,19,False
2013-01-02,60,False
2013-01-03,53,False
2013-01-04,56,False
2013-01-05,20,False
2013-01-06,20,False
2013-01-07,51,False
2013-01-08,56,False
2013-01-09,57,False
2013-01-10,61,False
2013-01-11,57,False
2013-01-12,19,False
2013-01-13,20,False
2013-01-14,55,False
2013-01-15,67,False
2013-01-16,52,False
2013-01-17,55,False
2013-01-18,51,False
2013-01-19,24,False
2013-01-20,18,False
2013-01-21,46,False
2013-01-22,69,False
2013-01-23,57,False
2013-01-24,64,False
2013-01-25,54,False
2013-01-26,16,False
2013-01-27,17,False
2013-01-28,56,False
2013-01-29,70,False
2013-01-30,64,False
2013-01-31,67,False
2013-02-01,56,False
2013-02-02,23,False
2013-02-03,15,False
2013-02-04,59,False
2013-02-05,74,False
2013-02-06,57,False
2013-02-07,46,False
2013-02-08,60,False
2013-02-09,15,False
2013-02-10,19,False
2013-02-11,54,False
2013-02-12,68,False
2013-02-13,63,False
2013-02-14,68,False
2013-02-15,67,False
2013-02-16,22,False
2013-02-17,27,False
2013-02-18,43,False
2013-02-19,53,False
2013-02-20,62,False
2013-02-21,55,False
2013-02-22,56,False
2013-02-23,21,False
2013-02-24,19,False
2013-02-25,58,False
2013-02-26,62,False
2013-02-27,57,False
2013-02-28,64,False
2013-03-01,56,False
2013-03-02,19,False
2013-03-03,19,False
2013-03-04,52,False
2013-03-05,60,False
2013-03-06,63,False
2013-03-07,63,False
2013-03-08,72,False
2013-03-09,23,False
2013-03-10,19,False
2013-03-11,52,False
2013-03-12,73,False
2013-03-13,61,False
2013-03-14,67,False
2013-03-15,52,False
2013-03-16,18,False
2013-03-17,29,False
2013-03-18,61,False
2013-03-19,66,False
2013-03-20,67,False
2013-03-21,68,False
2013-03-22,60,False
2013-03-23,26,False
2013-03-24,21,False
2013-03-25,67,False
2013-03-26,66,False
2013-03-27,74,False
2013-03-28,54,False
2013-03-29,46,False
2013-03-30,24,False
2013-03-31,21,False
2013-04-01,69,False
2013-04-02,58,False
2013-04-03,68,False
2013-04-04,62,False
2013-04-05,47,False
2013-04-06,18,False
2013-04-07,28,False
2013-04-08,51,False
2013-04-09,68,False
2013-04-10,63,False
2013-04-11,70,False
2013-04-12,55,False
2013-04-13,11,False
2013-04-14,20,False
2013-04-15,64,False
2013-04-16,66,False
2013-04-17,50,False
2013-04-18,67,False
2013-04-19,46,False
2013-04-20,18,False
2013-04-21,15,False
2013-04-22,66,False
2013-04-23,61,False
2013-04-24,63,False
2013-04-25,67,False
2013-04-26,46,False
2013-04-27,16,False
2013-04-28,16,False
2013-04-29,63,False
2013-04-30,54,False
2013-05-01,56,False
2013-05-02,62,False
2013-05-03,55,False
2013-05-04,14,False
2013-05-05,15,False
2013-05-06,50,False
2013-05-07,62,False
2013-05-08,69,False
2013-05-09,70,False
2013-05-10,47,False
2013-05-11,24,False
2013-05-12,19,False
2013-05-13,58,False
2013-05-14,65,False
2013-05-15,59,False
2013-05-16,72,False
2013-05-17,45,False
2013-05-18,22,False
2013-05-19,15,False
2013-05-20,52,False
2013-05-21,68,False
2013-05-22,61,False
2013-05-23,54,False
2013-05-24,45,False
2013-05-25,18,False
2013-05-26,19,False
2013-05-27,26,False
2013-05-28,49,False
2013-05-29,62,False
2013-05-30,60,False
2013-05-31,55,False
2013-06-01,19,False
2013-06-02,23,False
2013-06-03,58,False
2013-06-04,57,False
2013-06-05,72,False
2013-06-06,58,False
2013-06-07,52,False
2013-06-08,18,False
2013-06-09,19,False
2013-06-10,53,False
2013-06-11,66,False
2013-06-12,62,False
2013-06-13,56,False
2013-06-14,68,False
2013-06-15,28,False
2013-06-16,22,False
2013-06-17,63,False
2013-06-18,63,False
2013-06-19,72,False
2013-06-20,65,False
2013-06-21,52,False
2013-06-22,24,False
2013-06-23,18,False
2013-06-24,58,False
2013-06-25,60,False
2013-06-26,74,False
2013-06-27,100,False
2013-06-28,58,False
2013-06-29,28,False
2013-06-30,13,False
2013-07-01,73,False
2013-07-02,71,False
2013-07-03,65,False
2013-07-04,29,False
2013-07-05,40,False
2013-07-06,22,False
2013-07-07,17,False
2013-07-08,72,False
2013-07-09,83,False
2013-07-10,64,False
2013-07-11,85,False
2013-07-12,58,False
2013-07-13,26,False
2013-07-14,30,False
2013-07-15,84,False
2013-07-16,85,False
2013-07-17,98,False
2013-07-18,83,False
2013-07-19,73,False
2013-07-20,29,False
2013-07-21,26,False
2013-07-22,67,False
2013-07-23,100,False
2013-07-24,82,False
2013-07-25,76,False
2013-07-26,81,False
2013-07-27,21,False
2013-07-28,22,False
2013-07-29,65,False
2013-07-30,75,False
2013-07-31,75,False
2013-08-01,75,False
2013-08-02,71,False
2013-08-03,21,False
2013-08-04,26,False
2013-08-05,63,False
2013-08-06,76,False
2013-08-07,77,False
2013-08-08,80,False
2013-08-09,68,False
2013-08-10,23,False
2013-08-11,20,False
2013-08-12,69,False
2013-08-13,79,False
2013-08-14,71,False
2013-08-15,68,False
2013-08-16,74,False
2013-08-17,25,False
2013-08-18,27,False
2013-08-19,65,False
2013-08-20,57,False
2013-08-21,71,False
2013-08-22,72,False
2013-08-23,61,False
2013-08-24,24,False
2013-08-25,22,False
2013-08-26,73,False
2013-08-27,65,False
2013-08-28,76,False
2013-08-29,67,False
2013-08-30,56,False
2013-08-31,21,False
2013-09-01,20,False
2013-09-02,27,False
2013-09-03,69,False
2013-09-04,78,False
2013-09-05,78,False
2013-09-06,74,False
2013-09-07,18,False
2013-09-08,21,False
2013-09-09,83,False
2013-09-10,65,False
2013-09-11,74,False
2013-09-12,78,False
2013-09-13,59,False
2013-09-14,17,False
2013-09-15,24,False
2013-09-16,63,False
2013-09-17,72,False
2013-09-18,71,False
2013-09-19,73,False
2013-09-20,58,False
2013-09-21,26,False
2013-09-22,17,False
2013-09-23,67,False
2013-09-24,69,False
2013-09-25,68,False
2013-09-26,66,False
2013-09-27,72,False
2013-09-28,25,False
2013-09-29,18,False
2013-09-30,66,False
2013-10-01,70,False
2013-10-02,76,False
2013-10-03,69,False
2013-10-04,60,False
2013-10-05,19,False
2013-10-06,17,False
2013-10-07,66,False
2013-10-08,69,False
2013-10-09,72,False
2013-10-10,64,False
2013-10-11,55,False
2013-10-12,20,False
2013-10-13,26,False
2013-10-14,65,False
2013-10-15,69,False
2013-10-16,71,False
2013-10-17,72,False
2013-10-18,66,False
2013-10-19,24,False
2013-10-20,18,False
2013-10-21,68,False
2013-10-22,64,False
2013-10-23,59,False
2013-10-24,69,False
2013-10-25,61,False
2013-10-26,25,False
2013-10-27,20,False
2013-10-28,52,False
2013-10-29,72,False
2013-10-30,66,False
2013-10-31,55,False
2013-11-01,61,False
2013-11-02,27,False
2013-11-03,15,False
2013-11-04,55,False
2013-11-05,72,False
2013-11-06,81,False
2013-11-07,62,False
2013-11-08,64,False
2013-11-09,28,False
2013-11-10,13,False
2013-11-11,66,False
2013-11-12,68,False
2013-11-13,73,False
2013-11-14,69,False
2013-11-15,66,False
2013-11-16,17,False
2013-11-17,23,False
2013-11-18,62,False
2013-11-19,77,False
2013-11-20,73,False
2013-11-21,68,False
2013-11-22,65,False
2013-11-23,20,False
2013-11-24,26,False
2013-11-25,63,False
2013-11-26,64,False
2013-11-27,54,False
2013-11-28,30,False
2013-11-29,30,False
2013-11-30,22,False
2013-12-01,25,False
2013-12-02,64,False
2013-12-03,71,False
2013-12-04,68,False
2013-12-05,67,False
2013-12-06,61,False
2013-12-07,29,False
2013-12-08,18,False
2013-12-09,63,False
2013-12-10,77,False
2013-12-11,71,False
2013-12-12,64,False
2013-12-13,55,False
2013-12-14,21,False
2013-12-15,21,False
2013-12-16,72,False
2013-12-17,63,False
2013-12-18,62,False
2013-12-19,59,False
2013-12-20,56,False
2013-12-21,28,False
2013-12-22,16,False
2013-12-23,46,False
2013-12-24,35,False
2013-12-25,14,False
2013-12-26,38,False
2013-12-27,45,False
2013-12-28,21,False
2013-12-29,22,False
2013-12-30,44,False
2013-12-31,36,False
2014-01-01,22,False
2014-01-02,61,False
2014-01-03,64,False
2014-01-04,30,False
2014-01-05,24,False
2014-01-06,82,False
2014-01-07,71,False
2014-01-08,87,False
2014-01-09,93,False
2014-01-10,82,False
2014-01-11,27,False
2014-01-12,33,False
2014-01-13,95,False
2014-01-14,93,False
2014-01-15,81,False
2014-01-16,87,False
2014-01-17,81,False
2014-01-18,27,False
2014-01-19,33,False
2014-01-20,64,False
2014-01-21,89,False
2014-01-22,82,False
2014-01-23,92,False
2014-01-24,78,False
2014-01-25,35,False
2014-01-26,18,False
2014-01-27,79,False
2014-01-28,83,False
2014-01-29,75,False
2014-01-30,93,False
2014-01-31,87,False
2014-02-01,23,False
2014-02-02,22,False
2014-02-03,75,False
2014-02-04,86,False
2014-02-05,84,False
2014-02-06,90,False
2014-02-07,82,False
2014-02-08,29,False
2014-02-09,30,False
2014-02-10,75,False
2014-02-11,85,False
2014-02-12,83,False
2014-02-13,69,False
2014-02-14,79,False
2014-02-15,33,False
2014-02-16,30,False
2014-02-17,67,False
2014-02-18,88,False
2014-02-19,80,False
2014-02-20,92,False
2014-02-21,77,False
2014-02-22,30,False
2014-02-23,30,False
2014-02-24,80,False
2014-02-25,95,False
2014-02-26,98,False
2014-02-27,89,False
2014-02-28,88,False
2014-03-01,29,False
2014-03-02,28,False
2014-03-03,79,False
2014-03-04,74,False
2014-03-05,95,False
2014-03-06,90,False
2014-03-07,84,False
2014-03-08,25,False
2014-03-09,28,False
2014-03-10,82,False
2014-03-11,86,False
2014-03-12,88,False
2014-03-13,86,False
2014-03-14,66,False
2014-03-15,28,False
2014-03-16,25,False
2014-03-17,91,False
2014-03-18,92,False
2014-03-19,90,False
2014-03-20,86,False
2014-03-21,84,False
2014-03-22,39,False
2014-03-23,30,False
2014-03-24,91,False
2014-03-25,66,False
2014-03-26,84,False
2014-03-27,70,False
2014-03-28,81,False
2014-03-29,27,False
2014-03-30,28,False
2014-03-31,81,False
2014-04-01,75,False
2014-04-02,89,False
2014-04-03,86,False
2014-04-04,75,False
2014-04-05,29,False
2014-04-06,32,False
2014-04-07,77,False
2014-04-08,98,False
2014-04-09,93,False
2014-04-10,73,False
2014-04-11,78,False
2014-04-12,28,False
2014-04-13,25,False
2014-04-14,73,False
2014-04-15,79,False
2014-04-16,89,False
2014-04-17,77,False
2014-04-18,66,False
2014-04-19,23,False
2014-04-20,29,False
2014-04-21,78,False
2014-04-22,88,False
2014-04-23,91,False
2014-04-24,78,False
2014-04-25,78,False
2014-04-26,33,False
2014-04-27,31,False
2014-04-28,73,False
2014-04-29,81,False
2014-04-30,95,False
2014-05-01,100,False
2014-05-02,82,False
2014-05-03,25,False
2014-05-04,29,False
2014-05-05,71,False
2014-05-06,91,False
2014-05-07,82,False
2014-05-08,99,False
2014-05-09,76,False
2014-05-10,30,False
2014-05-11,21,False
2014-05-12,79,False
2014-05-13,83,False
2014-05-14,88,False
2014-05-15,95,False
2014-05-16,68,False
2014-05-17,20,False
2014-05-18,39,False
2014-05-19,77,False
2014-05-20,89,False
2014-05-21,94,False
2014-05-22,90,False
2014-05-23,71,False
2014-05-24,23,False
2014-05-25,20,False
2014-05-26,47,False
2014-05-27,89,False
2014-05-28,94,False
2014-05-29,93,False
2014-05-30,74,False
2014-05-31,31,False
2014-06-01,28,False
2014-06-02,70,False
2014-06-03,93,False
2014-06-04,79,False
2014-06-05,94,False
2014-06-06,75,False
2014-06-07,26,False
2014-06-08,38,False
2014-06-09,86,False
2014-06-10,91,False
2014-06-11,78,False
2014-06-12,87,False
2014-06-13,73,False
2014-06-14,34,False
2014-06-15,41,False
2014-06-16,81,False
2014-06-17,83,False
2014-06-18,87,False
2014-06-19,87,False
2014-06-20,78,False
2014-06-21,32,False
2014-06-22,20,False
2014-06-23,93,False
2014-06-24,74,False
2014-06-25,84,False
2014-06-26,84,False
2014-06-27,80,False
2014-06-28,19,False
2014-06-29,36,False
2014-06-30,75,False
2014-07-01,64,False
2014-07-02,69,False
2014-07-03,80,False
2014-07-04,30,False
2014-07-05,19,False
2014-07-06,27,False
2014-07-07,67,False
2014-07-08,82,False
2014-07-09,82,False
2014-07-10,70,False
2014-07-11,69,False
2014-07-12,36,False
2014-07-13,21,False
2014-07-14,78,False
2014-07-15,71,False
2014-07-16,88,False
2014-07-17,82,False
2014-07-18,87,False
2014-07-19,26,False
2014-07-20,28,False
2014-07-21,85,False
2014-07-22,81,False
2014-07-23,84,False
2014-07-24,86,False
2014-07-25,75,False
2014-07-26,26,False
2014-07-27,26,False
2014-07-28,73,False
2014-07-29,86,False
2014-07-30,93,False
2014-07-31,88,False
2014-08-01,73,False
2014-08-02,30,False
2014-08-03,27,False
2014-08-04,69,False
2014-08-05,88,False
2014-08-06,84,False
2014-08-07,85,False
2014-08-08,72,False
2014-08-09,30,False
2014-08-10,24,False
2014-08-11,95,False
2014-08-12,82,False
2014-08-13,79,False
2014-08-14,81,False
2014-08-15,76,False
2014-08-16,38,False
2014-08-17,12,False
2014-08-18,84,False
2014-08-19,91,False
2014-08-20,70,False
2014-08-21,79,False
2014-08-22,75,False
2014-08-23,32,False
2014-08-24,19,False
2014-08-25,94,False
2014-08-26,71,False
2014-08-27,100,False
2014-08-28,94,False
2014-08-29,80,False
2014-08-30,20,False
2014-08-31,25,False
2014-09-01,21,False
2014-09-02,87,False
2014-09-03,94,False
2014-09-04,82,False
2014-09-05,83,False
2014-09-06,28,False
2014-09-07,24,False
2014-09-08,82,False
2014-09-09,79,False
2014-09-10,77,False
2014-09-11,84,False
2014-09-12,77,False
2014-09-13,29,False
2014-09-14,24,False
2014-09-15,84,False
2014-09-16,82,False
2014-09-17,94,False
2014-09-18,85,False
2014-09-19,69,False
2014-09-20,33,False
2014-09-21,27,False
2014-09-22,68,False
2014-09-23,83,False
2014-09-24,95,False
2014-09-25,86,False
2014-09-26,71,False
2014-09-27,27,False
2014-09-28,22,False
2014-09-29,75,False
2014-09-30,85,False
2014-10-01,78,False
2014-10-02,86,False
2014-10-03,63,False
2014-10-04,21,False
2014-10-05,21,False
2014-10-06,67,False
2014-10-07,78,False
2014-10-08,76,False
2014-10-09,83,False
2014-10-10,64,False
2014-10-11,24,False
2014-10-12,20,False
2014-10-13,65,False
2014-10-14,66,False
2014-10-15,74,False
2014-10-16,82,False
2014-10-17,65,False
2014-10-18,23,False
2014-10-19,18,False
2014-10-20,70,False
2014-10-21,77,False
2014-10-22,83,False
2014-10-23,74,False
2014-10-24,72,False
2014-10-25,26,False
2014-10-26,18,False
2014-10-27,72,False
2014-10-28,69,False
2014-10-29,88,False
2014-10-30,75,False
2014-10-31,67,False
2014-11-01,19,False
2014-11-02,27,False
2014-11-03,66,False
2014-11-04,71,False
2014-11-05,93,False
2014-11-06,92,False
2014-11-07,65,False
2014-11-08,24,False
2014-11-09,26,False
2014-11-10,75,False
2014-11-11,69,False
2014-11-12,73,False
2014-11-13,73,False
2014-11-14,82,False
2014-11-15,21,False
2014-11-16,22,False
2014-11-17,67,False
2014-11-18,72,False
2014-11-19,96,False
2014-11-20,70,False
2014-11-21,82,False
2014-11-22,28,False
2014-11-23,18,False
2014-11-24,82,False
2014-11-25,69,False
2014-11-26,72,False
2014-11-27,34,False
2014-11-28,31,False
2014-11-29,22,False
2014-11-30,24,False
2014-12-01,73,False
2014-12-02,69,False
2014-12-03,83,False
2014-12-04,70,False
2014-12-05,73,False
2014-12-06,21,False
2014-12-07,24,False
2014-12-08,61,False
2014-12-09,72,False
2014-12-10,64,False
2014-12-11,63,False
2014-12-12,65,False
2014-12-13,24,False
2014-12-14,21,False
2014-12-15,62,False
