date,ROP,isPartial
2011-06-24,86,False
2011-06-25,70,False
2011-06-26,61,False
2011-06-27,68,False
2011-06-28,70,False
2011-06-29,55,False
2011-06-30,83,False
2011-07-01,56,False
2011-07-02,50,False
2011-07-03,52,False
2011-07-04,51,False
2011-07-05,53,False
2011-07-06,68,False
2011-07-07,61,False
2011-07-08,60,False
2011-07-09,55,False
2011-07-10,48,False
2011-07-11,65,False
2011-07-12,57,False
2011-07-13,59,False
2011-07-14,66,False
2011-07-15,65,False
2011-07-16,58,False
2011-07-17,57,False
2011-07-18,67,False
2011-07-19,61,False
2011-07-20,62,False
2011-07-21,51,False
2011-07-22,60,False
2011-07-23,58,False
2011-07-24,74,False
2011-07-25,61,False
2011-07-26,66,False
2011-07-27,70,False
2011-07-28,64,False
2011-07-29,53,False
2011-07-30,68,False
2011-07-31,49,False
2011-08-01,73,False
2011-08-02,78,False
2011-08-03,59,False
2011-08-04,75,False
2011-08-05,64,False
2011-08-06,54,False
2011-08-07,64,False
2011-08-08,66,False
2011-08-09,74,False
2011-08-10,63,False
2011-08-11,83,False
2011-08-12,59,False
2011-08-13,66,False
2011-08-14,57,False
2011-08-15,81,False
2011-08-16,100,False
2011-08-17,92,False
2011-08-18,76,False
2011-08-19,60,False
2011-08-20,58,False
2011-08-21,62,False
2011-08-22,63,False
2011-08-23,62,False
2011-08-24,65,False
2011-08-25,74,False
2011-08-26,61,False
2011-08-27,59,False
2011-08-28,48,False
2011-08-29,71,False
2011-08-30,70,False
2011-08-31,60,False
2011-09-01,83,False
2011-09-02,56,False
2011-09-03,58,False
2011-09-04,52,False
2011-09-05,67,False
2011-09-06,66,False
2011-09-07,69,False
2011-09-08,73,False
2011-09-09,71,False
2011-09-10,59,False
2011-09-11,54,False
2011-09-12,62,False
2011-09-13,56,False
2011-09-14,71,False
2011-09-15,67,False
2011-09-16,65,False
2011-09-17,65,False
2011-09-18,61,False
2011-09-19,67,False
2011-09-20,58,False
2011-09-21,48,False
2011-09-22,58,False
2011-09-23,66,False
2011-09-24,62,False
2011-09-25,63,False
2011-09-26,64,False
2011-09-27,59,False
2011-09-28,64,False
2011-09-29,64,False
2011-09-30,78,False
2011-10-01,52,False
2011-10-02,50,False
2011-10-03,53,False
2011-10-04,54,False
2011-10-05,73,False
2011-10-06,65,False
2011-10-07,57,False
2011-10-08,52,False
2011-10-09,51,False
2011-10-10,65,False
2011-10-11,58,False
2011-10-12,70,False
2011-10-13,58,False
2011-10-14,53,False
2011-10-15,60,False
2011-10-16,53,False
2011-10-17,82,False
2011-10-18,73,False
2011-10-19,63,False
2011-10-20,65,False
2011-10-21,44,False
2011-10-22,56,False
2011-10-23,58,False
2011-10-24,55,False
2011-10-25,77,False
2011-10-26,56,False
2011-10-27,60,False
2011-10-28,56,False
2011-10-29,53,False
2011-10-30,48,False
2011-10-31,56,False
2011-11-01,70,False
2011-11-02,62,False
2011-11-03,64,False
2011-11-04,65,False
2011-11-05,51,False
2011-11-06,47,False
2011-11-07,64,False
2011-11-08,74,False
2011-11-09,71,False
2011-11-10,69,False
2011-11-11,63,False
2011-11-12,43,False
2011-11-13,55,False
2011-11-14,60,False
2011-11-15,61,False
2011-11-16,68,False
2011-11-17,62,False
2011-11-18,66,False
2011-11-19,59,False
2011-11-20,55,False
2011-11-21,61,False
2011-11-22,66,False
2011-11-23,54,False
2011-11-24,60,False
2011-11-25,53,False
2011-11-26,61,False
2011-11-27,59,False
2011-11-28,62,False
2011-11-29,81,False
2011-11-30,60,False
2011-12-01,63,False
2011-12-02,68,False
2011-12-03,60,False
2011-12-04,59,False
2011-12-05,61,False
2011-12-06,75,False
2011-12-07,79,False
2011-12-08,61,False
2011-12-09,69,False
2011-12-10,53,False
2011-12-11,58,False
2011-12-12,68,False
2011-12-13,62,False
2011-12-14,73,False
2011-12-15,52,False
2011-12-16,68,False
2011-12-17,57,False
2011-12-18,62,False
2011-12-19,51,False
2011-12-20,62,False
2011-12-21,60,False
2011-12-22,53,False
2011-12-23,50,False
2011-12-24,54,False
2011-12-25,58,False
2011-12-26,76,False
2011-12-27,46,False
2011-12-28,64,False
2011-12-29,53,False
2011-12-30,59,False
2011-12-31,51,False
2012-01-01,56,False
2012-01-02,63,False
2012-01-03,93,False
2012-01-04,89,False
2012-01-05,82,False
2012-01-06,71,False
2012-01-07,68,False
2012-01-08,62,False
2012-01-09,84,False
2012-01-10,78,False
2012-01-11,82,False
2012-01-12,74,False
2012-01-13,74,False
2012-01-14,72,False
2012-01-15,58,False
2012-01-16,74,False
2012-01-17,87,False
2012-01-18,69,False
2012-01-19,79,False
2012-01-20,80,False
2012-01-21,86,False
2012-01-22,65,False
2012-01-23,86,False
2012-01-24,85,False
2012-01-25,73,False
2012-01-26,71,False
2012-01-27,63,False
2012-01-28,79,False
2012-01-29,56,False
2012-01-30,63,False
2012-01-31,80,False
2012-02-01,83,False
2012-02-02,89,False
2012-02-03,76,False
2012-02-04,62,False
2012-02-05,72,False
2012-02-06,73,False
2012-02-07,92,False
2012-02-08,79,False
2012-02-09,67,False
2012-02-10,66,False
2012-02-11,59,False
2012-02-12,65,False
2012-02-13,71,False
2012-02-14,75,False
2012-02-15,90,False
2012-02-16,71,False
2012-02-17,56,False
2012-02-18,61,False
2012-02-19,49,False
2012-02-20,76,False
2012-02-21,75,False
2012-02-22,73,False
2012-02-23,74,False
2012-02-24,76,False
2012-02-25,80,False
2012-02-26,64,False
2012-02-27,80,False
2012-02-28,74,False
2012-02-29,83,False
2012-03-01,90,False
2012-03-02,90,False
2012-03-03,82,False
2012-03-04,66,False
2012-03-05,79,False
2012-03-06,100,False
2012-03-07,84,False
2012-03-08,74,False
2012-03-09,86,False
2012-03-10,68,False
2012-03-11,55,False
2012-03-12,75,False
2012-03-13,65,False
2012-03-14,92,False
2012-03-15,76,False
2012-03-16,78,False
2012-03-17,81,False
2012-03-18,64,False
2012-03-19,89,False
2012-03-20,72,False
2012-03-21,64,False
2012-03-22,80,False
2012-03-23,82,False
2012-03-24,69,False
2012-03-25,72,False
2012-03-26,69,False
2012-03-27,64,False
2012-03-28,70,False
2012-03-29,72,False
2012-03-30,58,False
2012-03-31,76,False
2012-04-01,71,False
2012-04-02,76,False
2012-04-03,72,False
2012-04-04,80,False
2012-04-05,67,False
2012-04-06,66,False
2012-04-07,78,False
2012-04-08,62,False
2012-04-09,79,False
2012-04-10,77,False
2012-04-11,74,False
2012-04-12,71,False
2012-04-13,57,False
2012-04-14,72,False
2012-04-15,59,False
2012-04-16,67,False
2012-04-17,73,False
2012-04-18,74,False
2012-04-19,79,False
2012-04-20,92,False
2012-04-21,69,False
2012-04-22,58,False
2012-04-23,82,False
2012-04-24,94,False
2012-04-25,74,False
2012-04-26,78,False
2012-04-27,61,False
2012-04-28,61,False
2012-04-29,67,False
2012-04-30,75,False
2012-05-01,78,False
2012-05-02,72,False
2012-05-03,78,False
2012-05-04,71,False
2012-05-05,71,False
2012-05-06,67,False
2012-05-07,92,False
2012-05-08,83,False
2012-05-09,85,False
2012-05-10,76,False
2012-05-11,71,False
2012-05-12,89,False
2012-05-13,60,False
2012-05-14,71,False
2012-05-15,81,False
2012-05-16,69,False
2012-05-17,74,False
2012-05-18,70,False
2012-05-19,73,False
2012-05-20,94,False
2012-05-21,73,False
2012-05-22,78,False
2012-05-23,97,False
2012-05-24,76,False
2012-05-25,70,False
2012-05-26,71,False
2012-05-27,71,False
2012-05-28,83,False
2012-05-29,86,False
2012-05-30,78,False
2012-05-31,84,False
2012-06-01,75,False
2012-06-02,80,False
2012-06-03,75,False
2012-06-04,73,False
2012-06-05,79,False
2012-06-06,91,False
2012-06-07,76,False
2012-06-08,74,False
2012-06-09,68,False
2012-06-10,55,False
2012-06-11,82,False
2012-06-12,82,False
2012-06-13,75,False
2012-06-14,56,False
2012-06-15,82,False
2012-06-16,76,False
2012-06-17,68,False
2012-06-18,75,False
2012-06-19,78,False
2012-06-20,80,False
2012-06-21,67,False
2012-06-22,77,False
2012-06-23,89,False
2012-06-24,81,False
2012-06-25,81,False
2012-06-26,82,False
2012-06-27,87,False
2012-06-28,71,False
2012-06-29,78,False
2012-06-30,68,False
2012-07-01,67,False
2012-07-02,59,False
2012-07-03,81,False
2012-07-04,79,False
2012-07-05,72,False
2012-07-06,60,False
2012-07-07,61,False
2012-07-08,55,False
2012-07-09,74,False
2012-07-10,80,False
2012-07-11,89,False
2012-07-12,75,False
2012-07-13,65,False
2012-07-14,52,False
2012-07-15,61,False
2012-07-16,69,False
2012-07-17,69,False
2012-07-18,73,False
2012-07-19,78,False
2012-07-20,61,False
2012-07-21,75,False
2012-07-22,52,False
2012-07-23,75,False
2012-07-24,69,False
2012-07-25,77,False
2012-07-26,72,False
2012-07-27,79,False
2012-07-28,63,False
2012-07-29,60,False
2012-07-30,76,False
2012-07-31,68,False
2012-08-01,76,False
2012-08-02,78,False
2012-08-03,63,False
2012-08-04,53,False
2012-08-05,52,False
2012-08-06,71,False
2012-08-07,71,False
2012-08-08,66,False
2012-08-09,58,False
2012-08-10,79,False
2012-08-11,64,False
2012-08-12,59,False
2012-08-13,71,False
2012-08-14,75,False
2012-08-15,100,False
2012-08-16,73,False
2012-08-17,80,False
2012-08-18,56,False
2012-08-19,64,False
2012-08-20,63,False
2012-08-21,79,False
2012-08-22,78,False
2012-08-23,66,False
2012-08-24,74,False
2012-08-25,73,False
2012-08-26,63,False
2012-08-27,67,False
2012-08-28,85,False
2012-08-29,79,False
2012-08-30,67,False
2012-08-31,68,False
2012-09-01,76,False
2012-09-02,64,False
2012-09-03,59,False
2012-09-04,73,False
2012-09-05,87,False
2012-09-06,76,False
2012-09-07,74,False
2012-09-08,70,False
2012-09-09,62,False
2012-09-10,67,False
2012-09-11,74,False
2012-09-12,78,False
2012-09-13,81,False
2012-09-14,68,False
2012-09-15,65,False
2012-09-16,73,False
2012-09-17,75,False
2012-09-18,68,False
2012-09-19,68,False
2012-09-20,66,False
2012-09-21,55,False
2012-09-22,53,False
2012-09-23,64,False
2012-09-24,69,False
2012-09-25,85,False
2012-09-26,79,False
2012-09-27,72,False
2012-09-28,72,False
2012-09-29,54,False
2012-09-30,59,False
2012-10-01,60,False
2012-10-02,75,False
2012-10-03,71,False
2012-10-04,69,False
2012-10-05,70,False
2012-10-06,81,False
2012-10-07,66,False
2012-10-08,67,False
2012-10-09,75,False
2012-10-10,72,False
2012-10-11,82,False
2012-10-12,73,False
2012-10-13,52,False
2012-10-14,58,False
2012-10-15,67,False
2012-10-16,64,False
2012-10-17,54,False
2012-10-18,62,False
2012-10-19,70,False
2012-10-20,80,False
2012-10-21,64,False
2012-10-22,70,False
2012-10-23,72,False
2012-10-24,62,False
2012-10-25,78,False
2012-10-26,77,False
2012-10-27,67,False
2012-10-28,56,False
2012-10-29,64,False
2012-10-30,70,False
2012-10-31,70,False
2012-11-01,64,False
2012-11-02,65,False
2012-11-03,64,False
2012-11-04,58,False
2012-11-05,62,False
2012-11-06,67,False
2012-11-07,66,False
2012-11-08,65,False
2012-11-09,68,False
2012-11-10,67,False
2012-11-11,60,False
2012-11-12,63,False
2012-11-13,66,False
2012-11-14,60,False
2012-11-15,63,False
2012-11-16,56,False
2012-11-17,61,False
2012-11-18,47,False
2012-11-19,74,False
2012-11-20,67,False
2012-11-21,56,False
2012-11-22,56,False
2012-11-23,56,False
2012-11-24,72,False
2012-11-25,47,False
2012-11-26,75,False
2012-11-27,75,False
2012-11-28,57,False
2012-11-29,61,False
2012-11-30,73,False
2012-12-01,66,False
2012-12-02,60,False
2012-12-03,60,False
2012-12-04,71,False
2012-12-05,70,False
2012-12-06,66,False
2012-12-07,64,False
2012-12-08,62,False
2012-12-09,46,False
2012-12-10,61,False
2012-12-11,65,False
2012-12-12,59,False
2012-12-13,66,False
2012-12-14,63,False
2012-12-15,53,False
2012-12-16,56,False
2012-12-17,55,False
2012-12-18,62,False
2012-12-19,66,False
2012-12-20,56,False
2012-12-21,46,False
2012-12-22,60,False
2012-12-23,60,False
2012-12-24,71,False
2012-12-25,57,False
2012-12-26,54,False
2012-12-27,57,False
2012-12-28,56,False
2012-12-29,60,False
2012-12-30,63,False
2012-12-31,62,False
2013-01-01,67,False
2013-01-02,81,False
2013-01-03,81,False
2013-01-04,74,False
2013-01-05,71,False
2013-01-06,71,False
2013-01-07,87,False
2013-01-08,81,False
2013-01-09,81,False
2013-01-10,84,False
2013-01-11,70,False
2013-01-12,76,False
2013-01-13,58,False
2013-01-14,84,False
2013-01-15,84,False
2013-01-16,68,False
2013-01-17,79,False
2013-01-18,75,False
2013-01-19,69,False
2013-01-20,73,False
2013-01-21,71,False
2013-01-22,78,False
2013-01-23,73,False
2013-01-24,71,False
2013-01-25,83,False
2013-01-26,67,False
2013-01-27,77,False
2013-01-28,81,False
2013-01-29,85,False
2013-01-30,100,False
2013-01-31,79,False
2013-02-01,83,False
2013-02-02,76,False
2013-02-03,62,False
2013-02-04,80,False
2013-02-05,80,False
2013-02-06,76,False
2013-02-07,83,False
2013-02-08,83,False
2013-02-09,67,False
2013-02-10,59,False
2013-02-11,77,False
2013-02-12,79,False
2013-02-13,79,False
2013-02-14,80,False
2013-02-15,62,False
2013-02-16,74,False
2013-02-17,55,False
2013-02-18,63,False
2013-02-19,84,False
2013-02-20,81,False
2013-02-21,83,False
2013-02-22,77,False
2013-02-23,77,False
2013-02-24,59,False
2013-02-25,73,False
2013-02-26,75,False
2013-02-27,86,False
2013-02-28,75,False
2013-03-01,79,False
2013-03-02,75,False
2013-03-03,67,False
2013-03-04,77,False
2013-03-05,75,False
2013-03-06,77,False
2013-03-07,76,False
2013-03-08,70,False
2013-03-09,72,False
2013-03-10,65,False
2013-03-11,79,False
2013-03-12,87,False
2013-03-13,89,False
2013-03-14,75,False
2013-03-15,68,False
2013-03-16,74,False
2013-03-17,63,False
2013-03-18,93,False
2013-03-19,79,False
2013-03-20,82,False
2013-03-21,72,False
2013-03-22,76,False
2013-03-23,71,False
2013-03-24,66,False
2013-03-25,79,False
2013-03-26,72,False
2013-03-27,79,False
2013-03-28,79,False
2013-03-29,79,False
2013-03-30,66,False
2013-03-31,70,False
2013-04-01,71,False
2013-04-02,72,False
2013-04-03,74,False
2013-04-04,80,False
2013-04-05,90,False
2013-04-06,70,False
2013-04-07,68,False
2013-04-08,80,False
2013-04-09,82,False
2013-04-10,79,False
2013-04-11,69,False
2013-04-12,76,False
2013-04-13,73,False
2013-04-14,63,False
2013-04-15,76,False
2013-04-16,79,False
2013-04-17,78,False
2013-04-18,73,False
2013-04-19,76,False
2013-04-20,69,False
2013-04-21,60,False
2013-04-22,82,False
2013-04-23,84,False
2013-04-24,83,False
2013-04-25,84,False
2013-04-26,64,False
2013-04-27,72,False
2013-04-28,79,False
2013-04-29,87,False
2013-04-30,72,False
2013-05-01,76,False
2013-05-02,76,False
2013-05-03,83,False
2013-05-04,73,False
2013-05-05,85,False
2013-05-06,86,False
2013-05-07,70,False
2013-05-08,82,False
2013-05-09,69,False
2013-05-10,84,False
2013-05-11,71,False
2013-05-12,77,False
2013-05-13,70,False
2013-05-14,88,False
2013-05-15,85,False
2013-05-16,85,False
2013-05-17,60,False
2013-05-18,43,False
2013-05-19,66,False
2013-05-20,82,False
2013-05-21,81,False
2013-05-22,93,False
2013-05-23,76,False
2013-05-24,73,False
2013-05-25,69,False
2013-05-26,67,False
2013-05-27,66,False
2013-05-28,78,False
2013-05-29,80,False
2013-05-30,82,False
2013-05-31,81,False
2013-06-01,57,False
2013-06-02,65,False
2013-06-03,79,False
2013-06-04,82,False
2013-06-05,93,False
2013-06-06,74,False
2013-06-07,79,False
2013-06-08,59,False
2013-06-09,61,False
2013-06-10,88,False
2013-06-11,81,False
2013-06-12,95,False
2013-06-13,81,False
2013-06-14,70,False
2013-06-15,63,False
2013-06-16,68,False
2013-06-17,80,False
2013-06-18,79,False
2013-06-19,76,False
2013-06-20,80,False
2013-06-21,87,False
2013-06-22,73,False
2013-06-23,67,False
2013-06-24,84,False
2013-06-25,85,False
2013-06-26,76,False
2013-06-27,83,False
2013-06-28,66,False
2013-06-29,73,False
2013-06-30,71,False
2013-07-01,74,False
2013-07-02,65,False
2013-07-03,80,False
2013-07-04,70,False
2013-07-05,64,False
2013-07-06,56,False
2013-07-07,67,False
2013-07-08,76,False
2013-07-09,73,False
2013-07-10,68,False
2013-07-11,78,False
2013-07-12,67,False
2013-07-13,59,False
2013-07-14,60,False
2013-07-15,79,False
2013-07-16,77,False
2013-07-17,83,False
2013-07-18,100,False
2013-07-19,74,False
2013-07-20,63,False
2013-07-21,60,False
2013-07-22,80,False
2013-07-23,72,False
2013-07-24,68,False
2013-07-25,71,False
2013-07-26,69,False
2013-07-27,59,False
2013-07-28,66,False
2013-07-29,85,False
2013-07-30,84,False
2013-07-31,84,False
2013-08-01,72,False
2013-08-02,73,False
2013-08-03,56,False
2013-08-04,76,False
2013-08-05,62,False
2013-08-06,81,False
2013-08-07,70,False
2013-08-08,66,False
2013-08-09,78,False
2013-08-10,70,False
2013-08-11,61,False
2013-08-12,70,False
2013-08-13,86,False
2013-08-14,81,False
2013-08-15,75,False
2013-08-16,66,False
2013-08-17,75,False
2013-08-18,68,False
2013-08-19,81,False
2013-08-20,79,False
2013-08-21,83,False
2013-08-22,74,False
2013-08-23,73,False
2013-08-24,60,False
2013-08-25,64,False
2013-08-26,75,False
2013-08-27,95,False
2013-08-28,76,False
2013-08-29,74,False
2013-08-30,77,False
2013-08-31,60,False
2013-09-01,59,False
2013-09-02,71,False
2013-09-03,88,False
2013-09-04,84,False
2013-09-05,82,False
2013-09-06,69,False
2013-09-07,62,False
2013-09-08,66,False
2013-09-09,79,False
2013-09-10,82,False
2013-09-11,77,False
2013-09-12,73,False
2013-09-13,71,False
2013-09-14,56,False
2013-09-15,68,False
2013-09-16,62,False
2013-09-17,85,False
2013-09-18,77,False
2013-09-19,70,False
2013-09-20,70,False
2013-09-21,72,False
2013-09-22,66,False
2013-09-23,81,False
2013-09-24,93,False
2013-09-25,92,False
2013-09-26,88,False
2013-09-27,82,False
2013-09-28,60,False
2013-09-29,61,False
2013-09-30,87,False
2013-10-01,77,False
2013-10-02,87,False
2013-10-03,81,False
2013-10-04,84,False
2013-10-05,59,False
2013-10-06,72,False
2013-10-07,81,False
2013-10-08,85,False
2013-10-09,73,False
2013-10-10,78,False
2013-10-11,81,False
2013-10-12,64,False
2013-10-13,78,False
2013-10-14,79,False
2013-10-15,82,False
2013-10-16,78,False
2013-10-17,72,False
2013-10-18,78,False
2013-10-19,68,False
2013-10-20,73,False
2013-10-21,83,False
2013-10-22,80,False
2013-10-23,75,False
2013-10-24,82,False
2013-10-25,67,False
2013-10-26,67,False
2013-10-27,77,False
2013-10-28,74,False
2013-10-29,79,False
2013-10-30,85,False
2013-10-31,82,False
2013-11-01,61,False
2013-11-02,66,False
2013-11-03,73,False
2013-11-04,82,False
2013-11-05,86,False
2013-11-06,85,False
2013-11-07,66,False
2013-11-08,77,False
2013-11-09,92,False
2013-11-10,67,False
2013-11-11,69,False
2013-11-12,82,False
2013-11-13,81,False
2013-11-14,84,False
2013-11-15,79,False
2013-11-16,66,False
2013-11-17,59,False
2013-11-18,68,False
2013-11-19,75,False
2013-11-20,69,False
2013-11-21,75,False
2013-11-22,76,False
2013-11-23,78,False
2013-11-24,74,False
2013-11-25,69,False
2013-11-26,78,False
2013-11-27,73,False
2013-11-28,64,False
2013-11-29,56,False
2013-11-30,65,False
2013-12-01,67,False
2013-12-02,68,False
2013-12-03,71,False
2013-12-04,88,False
2013-12-05,76,False
2013-12-06,80,False
2013-12-07,60,False
2013-12-08,67,False
2013-12-09,73,False
2013-12-10,67,False
2013-12-11,72,False
2013-12-12,81,False
2013-12-13,72,False
2013-12-14,53,False
2013-12-15,63,False
2013-12-16,65,False
2013-12-17,74,False
2013-12-18,80,False
2013-12-19,63,False
2013-12-20,74,False
2013-12-21,61,False
2013-12-22,70,False
2013-12-23,72,False
2013-12-24,71,False
2013-12-25,67,False
2013-12-26,64,False
2013-12-27,65,False
2013-12-28,58,False
2013-12-29,55,False
2013-12-30,65,False
2013-12-31,61,False
2014-01-01,55,False
2014-01-02,60,False
2014-01-03,70,False
2014-01-04,67,False
2014-01-05,62,False
2014-01-06,79,False
2014-01-07,78,False
2014-01-08,63,False
2014-01-09,77,False
2014-01-10,72,False
2014-01-11,64,False
2014-01-12,56,False
2014-01-13,69,False
2014-01-14,90,False
2014-01-15,87,False
2014-01-16,75,False
2014-01-17,75,False
2014-01-18,56,False
2014-01-19,56,False
2014-01-20,67,False
2014-01-21,81,False
2014-01-22,79,False
2014-01-23,82,False
2014-01-24,56,False
2014-01-25,55,False
2014-01-26,61,False
2014-01-27,76,False
2014-01-28,69,False
2014-01-29,70,False
2014-01-30,78,False
2014-01-31,69,False
2014-02-01,65,False
2014-02-02,54,False
2014-02-03,69,False
2014-02-04,80,False
2014-02-05,79,False
2014-02-06,68,False
2014-02-07,67,False
2014-02-08,71,False
2014-02-09,69,False
2014-02-10,70,False
2014-02-11,72,False
2014-02-12,77,False
2014-02-13,70,False
2014-02-14,59,False
2014-02-15,65,False
2014-02-16,65,False
2014-02-17,69,False
2014-02-18,70,False
2014-02-19,73,False
2014-02-20,74,False
2014-02-21,73,False
2014-02-22,72,False
2014-02-23,68,False
2014-02-24,80,False
2014-02-25,85,False
2014-02-26,71,False
2014-02-27,77,False
2014-02-28,74,False
2014-03-01,64,False
2014-03-02,61,False
2014-03-03,57,False
2014-03-04,73,False
2014-03-05,69,False
2014-03-06,74,False
2014-03-07,64,False
2014-03-08,71,False
2014-03-09,66,False
2014-03-10,76,False
2014-03-11,83,False
2014-03-12,75,False
2014-03-13,69,False
2014-03-14,70,False
2014-03-15,56,False
2014-03-16,65,False
2014-03-17,84,False
2014-03-18,84,False
2014-03-19,90,False
2014-03-20,81,False
2014-03-21,69,False
2014-03-22,72,False
2014-03-23,69,False
2014-03-24,79,False
2014-03-25,81,False
2014-03-26,80,False
2014-03-27,77,False
2014-03-28,70,False
2014-03-29,62,False
2014-03-30,63,False
2014-03-31,89,False
2014-04-01,73,False
2014-04-02,85,False
2014-04-03,72,False
2014-04-04,70,False
2014-04-05,69,False
2014-04-06,70,False
2014-04-07,69,False
2014-04-08,91,False
2014-04-09,80,False
2014-04-10,82,False
2014-04-11,69,False
2014-04-12,69,False
2014-04-13,71,False
2014-04-14,72,False
2014-04-15,77,False
2014-04-16,85,False
2014-04-17,75,False
2014-04-18,69,False
2014-04-19,57,False
2014-04-20,57,False
2014-04-21,100,False
2014-04-22,86,False
2014-04-23,84,False
2014-04-24,78,False
2014-04-25,74,False
2014-04-26,66,False
2014-04-27,68,False
2014-04-28,83,False
2014-04-29,82,False
2014-04-30,85,False
2014-05-01,77,False
2014-05-02,68,False
2014-05-03,60,False
2014-05-04,59,False
2014-05-05,82,False
2014-05-06,89,False
2014-05-07,81,False
2014-05-08,93,False
2014-05-09,71,False
2014-05-10,58,False
2014-05-11,72,False
2014-05-12,69,False
2014-05-13,77,False
2014-05-14,72,False
2014-05-15,83,False
2014-05-16,65,False
2014-05-17,76,False
2014-05-18,81,False
2014-05-19,83,False
2014-05-20,75,False
2014-05-21,92,False
2014-05-22,88,False
2014-05-23,77,False
2014-05-24,77,False
2014-05-25,64,False
2014-05-26,63,False
2014-05-27,78,False
2014-05-28,74,False
2014-05-29,73,False
2014-05-30,81,False
2014-05-31,70,False
2014-06-01,69,False
2014-06-02,74,False
2014-06-03,74,False
2014-06-04,83,False
2014-06-05,90,False
2014-06-06,77,False
2014-06-07,80,False
2014-06-08,81,False
2014-06-09,78,False
2014-06-10,80,False
2014-06-11,75,False
2014-06-12,88,False
2014-06-13,70,False
2014-06-14,74,False
2014-06-15,80,False
2014-06-16,76,False
2014-06-17,71,False
2014-06-18,81,False
2014-06-19,81,False
2014-06-20,74,False
2014-06-21,61,False
2014-06-22,63,False
2014-06-23,84,False
2014-06-24,82,False
2014-06-25,88,False
2014-06-26,72,False
2014-06-27,80,False
2014-06-28,69,False
2014-06-29,68,False
2014-06-30,79,False
2014-07-01,69,False
2014-07-02,68,False
2014-07-03,66,False
2014-07-04,66,False
2014-07-05,57,False
2014-07-06,56,False
2014-07-07,63,False
2014-07-08,63,False
2014-07-09,60,False
2014-07-10,64,False
2014-07-11,58,False
2014-07-12,61,False
2014-07-13,66,False
2014-07-14,66,False
2014-07-15,73,False
2014-07-16,60,False
2014-07-17,59,False
2014-07-18,66,False
2014-07-19,61,False
2014-07-20,60,False
2014-07-21,61,False
2014-07-22,69,False
2014-07-23,63,False
2014-07-24,64,False
2014-07-25,68,False
2014-07-26,55,False
2014-07-27,57,False
2014-07-28,70,False
2014-07-29,64,False
2014-07-30,68,False
2014-07-31,61,False
2014-08-01,65,False
2014-08-02,73,False
2014-08-03,61,False
2014-08-04,71,False
2014-08-05,76,False
2014-08-06,80,False
2014-08-07,71,False
2014-08-08,74,False
2014-08-09,61,False
2014-08-10,62,False
2014-08-11,73,False
2014-08-12,79,False
2014-08-13,80,False
2014-08-14,71,False
2014-08-15,73,False
2014-08-16,54,False
2014-08-17,69,False
2014-08-18,85,False
2014-08-19,74,False
2014-08-20,76,False
2014-08-21,73,False
2014-08-22,88,False
2014-08-23,79,False
2014-08-24,67,False
2014-08-25,100,False
2014-08-26,91,False
2014-08-27,86,False
2014-08-28,91,False
2014-08-29,76,False
2014-08-30,54,False
2014-08-31,56,False
2014-09-01,72,False
2014-09-02,77,False
2014-09-03,78,False
2014-09-04,98,False
2014-09-05,74,False
2014-09-06,67,False
2014-09-07,65,False
2014-09-08,78,False
2014-09-09,73,False
2014-09-10,83,False
2014-09-11,66,False
2014-09-12,77,False
2014-09-13,53,False
2014-09-14,60,False
2014-09-15,75,False
2014-09-16,68,False
2014-09-17,72,False
2014-09-18,63,False
2014-09-19,63,False
2014-09-20,64,False
2014-09-21,60,False
2014-09-22,62,False
2014-09-23,68,False
2014-09-24,78,False
2014-09-25,74,False
2014-09-26,72,False
2014-09-27,50,False
2014-09-28,67,False
2014-09-29,65,False
2014-09-30,68,False
2014-10-01,66,False
2014-10-02,51,False
2014-10-03,55,False
2014-10-04,57,False
2014-10-05,57,False
2014-10-06,72,False
2014-10-07,67,False
2014-10-08,64,False
2014-10-09,66,False
2014-10-10,66,False
2014-10-11,60,False
2014-10-12,51,False
2014-10-13,70,False
2014-10-14,69,False
2014-10-15,70,False
2014-10-16,66,False
2014-10-17,67,False
2014-10-18,72,False
2014-10-19,59,False
2014-10-20,76,False
2014-10-21,74,False
2014-10-22,65,False
2014-10-23,67,False
2014-10-24,72,False
2014-10-25,59,False
2014-10-26,56,False
2014-10-27,66,False
2014-10-28,67,False
2014-10-29,73,False
2014-10-30,65,False
2014-10-31,63,False
2014-11-01,46,False
2014-11-02,64,False
2014-11-03,66,False
2014-11-04,65,False
2014-11-05,65,False
2014-11-06,56,False
2014-11-07,58,False
2014-11-08,66,False
2014-11-09,63,False
2014-11-10,73,False
2014-11-11,71,False
2014-11-12,73,False
2014-11-13,80,False
2014-11-14,64,False
2014-11-15,70,False
2014-11-16,50,False
2014-11-17,72,False
2014-11-18,80,False
2014-11-19,82,False
2014-11-20,74,False
2014-11-21,74,False
2014-11-22,58,False
2014-11-23,60,False
2014-11-24,61,False
2014-11-25,69,False
2014-11-26,65,False
2014-11-27,60,False
2014-11-28,47,False
2014-11-29,51,False
2014-11-30,48,False
2014-12-01,72,False
2014-12-02,75,False
2014-12-03,67,False
2014-12-04,66,False
2014-12-05,54,False
2014-12-06,52,False
2014-12-07,66,False
2014-12-08,59,False
2014-12-09,64,False
2014-12-10,70,False
2014-12-11,61,False
2014-12-12,55,False
2014-12-13,58,False
2014-12-14,64,False
2014-12-15,69,False
